#x-axis #y-axis
1       0.0121
1.20    0.0164
1.40    0.0205
1.60    0.0259
1.80    0.0325
2.00    0.0387
2.05    0.0397
2.12    0.0410
2.15    0.0413
2.20    0.0415
2.25    0.0416
2.30    0.0413
2.35    0.0407
2.40    0.0400
2.45    0.0390
2.50    0.0379
2.60    0.0356
2.80    0.0310
2.98    0.0275
3.20    0.0238
3.40    0.0212
3.60    0.0190
3.80    0.0173
4.00    0.0160
